ID,Name,Type 1,Type 2,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,Category,CatchRate,EggCycles,LevelingRate,BaseFriendship,IsLegendary,IsMythical,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy,Ability 1,Ability 2,NoGender,EggGroup1,EggGroup2,IsMega,FightsWon,TotalFights,WinPercentage 
479,Honchkrow,Dark,Flying,Moxie,4,100.0,125.0,52.0,105.0,52.0,71.0,505.0,27.3,0.9,0.5,Big Boss Pokémon,30,20,Medium Slow,35,0,0,0,2,2,Murkrow,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5,2.0,Insomnia,Super Luck,0,Flying,No Eggs Discovered,0,0,0,0.0
480,Glameow,Normal,Normal,Keen Eye,4,49.0,55.0,42.0,42.0,37.0,85.0,310.0,3.9,0.5,0.25,Catty Pokémon,190,20,Fast,70,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Limber,Own Tempo,0,Field,No Eggs Discovered,0,71,117,0.606838
481,Purugly,Normal,Normal,Defiant,4,71.0,82.0,64.0,64.0,59.0,112.0,452.0,43.8,1.0,0.25,Tiger Cat Pokémon,75,20,Fast,70,0,0,0,2,2,Glameow,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Thick Fat,Own Tempo,0,Field,No Eggs Discovered,0,111,119,0.932773
482,Chingling,Psychic,Psychic,None,4,45.0,30.0,50.0,65.0,50.0,45.0,285.0,0.6,0.2,0.5,Bell Pokémon,120,25,Fast,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Levitate,None,0,No Eggs Discovered,No Eggs Discovered,0,17,123,0.138211
483,Stunky,Poison,Dark,Keen Eye,4,63.0,63.0,47.0,41.0,41.0,74.0,329.0,19.2,0.4,0.5,Skunk Pokémon,225,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,Stench,Aftermath,0,Field,No Eggs Discovered,0,70,125,0.56
484,Skuntank,Poison,Dark,Keen Eye,4,103.0,93.0,67.0,71.0,61.0,84.0,479.0,38.0,1.0,0.5,Skunk Pokémon,60,20,Medium Fast,70,0,0,0,2,2,Stunky,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,Stench,Aftermath,0,Field,No Eggs Discovered,0,85,119,0.714286
485,Bronzor,Steel,Psychic,Heavy Metal,4,57.0,24.0,86.0,24.0,86.0,23.0,300.0,60.5,0.5,0.5,Bronze Pokémon,255,20,Medium Fast,70,0,0,0,1,2,No Preevolution,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5,Levitate,Heatproof,1,Mineral,No Eggs Discovered,0,14,110,0.127273
486,Bronzong,Steel,Psychic,Heavy Metal,4,67.0,89.0,116.0,79.0,116.0,33.0,500.0,187.0,1.3,0.5,Bronze Bell Pokémon,90,20,Medium Fast,70,0,0,0,2,2,Bronzor,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5,Levitate,Heatproof,1,Mineral,No Eggs Discovered,0,37,141,0.262411
487,Bonsly,Rock,Rock,Rattled,4,50.0,80.0,95.0,10.0,45.0,10.0,290.0,15.0,0.5,0.5,Bonsai Pokémon,255,20,Medium Fast,70,0,0,0,1,2,No Preevolution,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Sturdy,Rock Head,0,No Eggs Discovered,No Eggs Discovered,0,29,125,0.232
488,Mime Jr.,Psychic,Fairy,Technician,4,20.0,25.0,45.0,70.0,90.0,60.0,310.0,13.0,0.6,0.5,Mime Pokémon,145,25,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,Soundproof,Filter,0,No Eggs Discovered,No Eggs Discovered,0,37,120,0.308333
489,Happiny,Normal,Normal,Friend Guard,4,100.0,5.0,5.0,15.0,65.0,30.0,220.0,24.4,0.6,0.0,Playhouse Pokémon,130,40,Fast,140,0,0,0,1,3,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Natural Cure,Serene Grace,0,No Eggs Discovered,No Eggs Discovered,0,8,104,0.076923
490,Chatot,Normal,Flying,Big Pecks,4,76.0,65.0,45.0,92.0,42.0,91.0,411.0,1.9,0.5,0.5,Music Note Pokémon,30,20,Medium Slow,35,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Keen Eye,Tangled Feet,0,Flying,No Eggs Discovered,0,111,149,0.744966
491,Spiritomb,Ghost,Dark,Infiltrator,4,50.0,92.0,108.0,92.0,108.0,35.0,485.0,108.0,1.0,0.5,Forbidden Pokémon,100,30,Medium Fast,70,0,0,0,1,1,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,Pressure,None,0,Amorphous,No Eggs Discovered,0,29,118,0.245763
492,Gible,Dragon,Ground,Rough Skin,4,58.0,70.0,45.0,40.0,45.0,42.0,300.0,20.5,0.7,0.5,Land Shark Pokémon,45,40,Slow,70,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0,Sand Veil,None,0,Monster,Dragon,0,35,135,0.259259
493,Gabite,Dragon,Ground,Rough Skin,4,68.0,90.0,65.0,50.0,55.0,82.0,410.0,56.0,1.4,0.5,Cave Pokémon,45,40,Slow,70,0,0,0,2,3,Gible,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0,Sand Veil,None,0,Monster,Dragon,0,82,133,0.616541
494,Garchomp,Dragon,Ground,Rough Skin,4,108.0,130.0,95.0,80.0,85.0,102.0,600.0,95.0,1.9,0.5,Mach Pokémon,45,40,Slow,70,0,0,1,3,3,Gabite,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0,Sand Veil,None,0,Monster,Dragon,0,97,127,0.76378
495,Mega Garchomp,Dragon,Ground,None,4,108.0,170.0,115.0,120.0,95.0,92.0,700.0,95.0,1.9,0.5,Mach Pokémon,45,40,Slow,70,0,0,1,3,3,Garchomp,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0,Sand Force,None,0,Monster,Dragon,1,85,120,0.708333
496,Munchlax,Normal,Normal,Gluttony,4,135.0,85.0,40.0,40.0,85.0,5.0,390.0,105.0,0.6,0.875,Big Eater Pokémon,50,40,Slow,70,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Pickup,Thick Fat,0,No Eggs Discovered,No Eggs Discovered,0,81,118,0.686441
497,Riolu,Fighting,Fighting,Prankster,4,40.0,70.0,40.0,35.0,40.0,60.0,285.0,20.2,0.7,0.875,Emanation Pokémon,75,25,Medium Slow,70,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,Steadfast,Inner Focus,0,No Eggs Discovered,No Eggs Discovered,0,49,125,0.392
498,Lucario,Fighting,Steel,Justified,4,70.0,110.0,70.0,115.0,70.0,90.0,525.0,54.0,1.2,0.875,Aura Pokémon,45,25,Medium Slow,70,0,0,1,2,2,Riolu,0.5,2.0,1.0,0.0,2.0,0.25,0.25,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,Steadfast,Inner Focus,0,Field,Human-Like,0,90,120,0.75
499,Mega Lucario,Fighting,Steel,None,4,70.0,145.0,88.0,140.0,70.0,112.0,625.0,57.5,1.3,0.875,Aura Pokémon,45,25,Medium Slow,70,0,0,1,2,2,Lucario,0.5,2.0,1.0,0.0,2.0,0.25,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,Adaptability,None,0,Field,Human-Like,1,96,108,0.888889
500,Hippopotas,Ground,Ground,Sand Force,4,68.0,72.0,78.0,38.0,42.0,32.0,330.0,49.5,0.8,0.5,Hippo Pokémon,140,30,Slow,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,Sand Stream,None,0,Field,No Eggs Discovered,0,30,126,0.238095
501,Hippowdon,Ground,Ground,Sand Force,4,108.0,112.0,118.0,68.0,72.0,47.0,525.0,300.0,2.0,0.5,Heavyweight Pokémon,60,30,Slow,70,0,0,0,2,2,Hippopotas,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,Sand Stream,None,0,Field,No Eggs Discovered,0,35,120,0.291667
502,Skorupi,Poison,Bug,Keen Eye,4,40.0,50.0,90.0,30.0,55.0,65.0,330.0,12.0,0.8,0.5,Scorpion Pokémon,120,20,Slow,70,0,0,0,1,2,No Preevolution,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5,Battle Armor,Sniper,0,Bug,Water 3,0,63,141,0.446809
503,Drapion,Poison,Dark,Keen Eye,4,70.0,90.0,110.0,60.0,75.0,95.0,500.0,61.5,1.3,0.5,Ogre Scorpion Pokémon,45,20,Slow,70,0,0,0,2,2,Skorupi,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,Battle Armor,Sniper,0,Bug,Water 3,0,88,120,0.733333
504,Croagunk,Poison,Fighting,Poison Touch,4,48.0,61.0,40.0,61.0,40.0,50.0,300.0,23.0,0.7,0.5,Toxic Mouth Pokémon,140,10,Medium Fast,100,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,0.5,2.0,0.5,0.25,1.0,1.0,1.0,1.0,0.5,1.0,4.0,1.0,1.0,0.5,1.0,Anticipation,Dry Skin,0,Human-Like,No Eggs Discovered,0,29,114,0.254386
505,Toxicroak,Poison,Fighting,Poison Touch,4,83.0,106.0,65.0,86.0,65.0,85.0,490.0,44.4,1.3,0.5,Toxic Mouth Pokémon,75,20,Medium Fast,70,0,0,0,2,2,Croagunk,1.0,0.5,2.0,0.5,2.0,0.5,0.25,1.0,1.0,1.0,1.0,0.5,1.0,4.0,1.0,1.0,0.5,1.0,Anticipation,Dry Skin,0,Human-Like,No Eggs Discovered,0,85,128,0.664062
506,Carnivine,Grass,Grass,None,4,74.0,100.0,72.0,90.0,72.0,46.0,454.0,27.0,1.4,0.5,Bug Catcher Pokémon,200,25,Slow,70,0,0,0,1,1,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Levitate,None,0,Grass,No Eggs Discovered,0,28,114,0.245614
507,Finneon,Water,Water,Water Veil,4,49.0,49.0,56.0,49.0,61.0,66.0,330.0,7.0,0.4,0.5,Wing Fish Pokémon,190,20,Erratic,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Swift Swim,Storm Drain,0,Water 2,No Eggs Discovered,0,68,131,0.519084
508,Lumineon,Water,Water,Water Veil,4,69.0,69.0,76.0,69.0,86.0,91.0,460.0,24.0,1.2,0.5,Neon Pokémon,75,20,Erratic,70,0,0,0,2,2,Finneon,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Swift Swim,Storm Drain,0,Water 2,No Eggs Discovered,0,78,119,0.655462
509,Mantyke,Water,Flying,Water Veil,4,45.0,20.0,50.0,60.0,120.0,50.0,345.0,65.0,1.0,0.5,Kite Pokémon,25,25,Slow,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,Swift Swim,Water Absorb,0,No Eggs Discovered,No Eggs Discovered,0,26,108,0.240741
510,Snover,Grass,Ice,Soundproof,4,60.0,62.0,50.0,62.0,60.0,40.0,334.0,50.5,1.0,0.5,Frost Tree Pokémon,120,20,Slow,70,0,0,0,1,2,No Preevolution,1.0,2.0,2.0,2.0,0.5,2.0,2.0,1.0,2.0,4.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,Snow Warning,None,0,Monster,Grass,0,22,121,0.181818
511,Abomasnow,Grass,Ice,Soundproof,4,90.0,92.0,75.0,92.0,85.0,60.0,494.0,135.5,2.2,0.5,Frost Tree Pokémon,60,20,Slow,70,0,0,1,2,2,Snover,1.0,2.0,2.0,2.0,0.5,2.0,2.0,1.0,2.0,4.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,Snow Warning,None,0,Monster,Grass,0,60,121,0.495868
512,Mega Abomasnow,Grass,Ice,None,4,90.0,132.0,105.0,132.0,105.0,30.0,594.0,185.0,2.7,0.5,Frost Tree Pokémon,60,20,Slow,70,0,0,1,2,2,Abomasnow,1.0,2.0,2.0,2.0,0.5,2.0,2.0,1.0,2.0,4.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,Snow Warning,None,0,Monster,Grass,1,62,146,0.424658
513,Weavile,Dark,Ice,Pickpocket,4,70.0,120.0,65.0,45.0,85.0,125.0,510.0,34.0,1.1,0.5,Sharp Claw Pokémon,45,20,Medium Slow,35,0,0,0,2,2,Sneasel,1.0,4.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,2.0,Pressure,None,0,Field,No Eggs Discovered,0,116,119,0.97479
514,Magnezone,Electric,Steel,Analytic,4,70.0,70.0,115.0,130.0,90.0,60.0,535.0,180.0,1.2,0.5,Magnet Area Pokémon,30,20,Medium Fast,70,0,0,0,3,3,Magneton,0.5,2.0,0.25,0.0,4.0,0.5,0.5,1.0,0.25,2.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,Magnet Pull,Sturdy,1,Mineral,No Eggs Discovered,0,63,118,0.533898
515,Lickilicky,Normal,Normal,Cloud Nine,4,110.0,85.0,95.0,80.0,95.0,50.0,515.0,140.0,1.7,0.5,Licking Pokémon,30,20,Medium Fast,70,0,0,0,2,2,Lickitung,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Own Tempo,Oblivious,0,Monster,No Eggs Discovered,0,35,129,0.271318
516,Rhyperior,Ground,Rock,Reckless,4,115.0,140.0,130.0,55.0,55.0,40.0,535.0,282.8,2.4,0.5,Drill Pokémon,30,20,Slow,70,0,0,0,3,3,Rhydon,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,Lightning Rod,Solid Rock,0,Monster,Field,0,47,104,0.451923
517,Tangrowth,Grass,Grass,Regenerator,4,100.0,100.0,125.0,110.0,50.0,50.0,535.0,128.6,2.0,0.5,Vine Pokémon,30,20,Medium Fast,70,0,0,0,2,2,Tangela,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Chlorophyll,Leaf Guard,0,Grass,No Eggs Discovered,0,48,125,0.384
518,Electivire,Electric,Electric,Vital Spirit,4,75.0,123.0,67.0,95.0,85.0,95.0,540.0,138.6,1.8,0.75,Thunderbolt Pokémon,30,25,Medium Fast,70,0,0,0,3,3,Electabuzz,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Motor Drive,None,0,Human-Like,No Eggs Discovered,0,94,123,0.764228
519,Magmortar,Fire,Fire,Vital Spirit,4,75.0,95.0,67.0,125.0,95.0,83.0,540.0,68.0,1.6,0.75,Blast Pokémon,30,25,Medium Fast,70,0,0,0,3,3,Magmar,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,Flame Body,None,0,Human-Like,No Eggs Discovered,0,79,111,0.711712
520,Togekiss,Fairy,Flying,Super Luck,4,85.0,50.0,95.0,120.0,115.0,80.0,545.0,38.0,1.5,0.875,Jubilee Pokémon,30,10,Fast,70,0,0,0,3,3,Togetic,1.0,0.25,1.0,2.0,0.0,2.0,0.25,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,0.0,0.5,1.0,Hustle,Serene Grace,0,Flying,Fairy,0,73,126,0.579365
521,Yanmega,Bug,Flying,Frisk,4,86.0,76.0,86.0,116.0,56.0,95.0,515.0,51.5,1.9,0.5,Ogre Darner Pokémon,30,20,Medium Fast,70,0,0,0,2,2,Yanma,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,Speed Boost,Tinted Lens,0,Bug,No Eggs Discovered,0,91,114,0.798246
522,Leafeon,Grass,Grass,Chlorophyll,4,65.0,110.0,130.0,60.0,65.0,95.0,525.0,25.5,1.0,0.875,Verdant Pokémon,45,35,Medium Fast,35,0,0,0,2,2,Eevee,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Leaf Guard,None,0,Field,No Eggs Discovered,0,125,151,0.827815
523,Glaceon,Ice,Ice,Ice Body,4,65.0,60.0,110.0,130.0,95.0,65.0,525.0,25.9,0.8,0.875,Fresh Snow Pokémon,45,35,Medium Fast,35,0,0,0,2,2,Eevee,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Snow Cloak,None,0,Field,No Eggs Discovered,0,64,134,0.477612
524,Gliscor,Ground,Flying,Poison Heal,4,75.0,95.0,125.0,45.0,75.0,95.0,510.0,42.5,2.0,0.5,Fang Scorpion Pokémon,30,20,Medium Slow,70,0,0,0,2,2,Gligar,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,Hyper Cutter,Sand Veil,0,Bug,No Eggs Discovered,0,109,132,0.825758
525,Mamoswine,Ice,Ground,Thick Fat,4,110.0,130.0,80.0,70.0,60.0,80.0,530.0,291.0,2.5,0.5,Twin Tusk Pokémon,50,20,Slow,70,0,0,0,3,3,Piloswine,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,Oblivious,Snow Cloak,0,Field,No Eggs Discovered,0,68,116,0.586207
526,Porygon-Z,Normal,Normal,Analytic,4,85.0,80.0,70.0,135.0,75.0,90.0,535.0,34.0,0.9,0.5,Virtual Pokémon,30,20,Medium Fast,70,0,0,0,3,3,Porygon2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Adaptability,Download,1,Mineral,No Eggs Discovered,0,103,147,0.70068
527,Gallade,Psychic,Fighting,Justified,4,68.0,125.0,65.0,65.0,115.0,80.0,518.0,52.0,1.6,1.0,Blade Pokémon,45,20,Slow,35,0,0,1,3,3,Kirlia,1.0,0.5,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Steadfast,Sharpness,0,Human-Like,Amorphous,0,86,137,0.627737
528,Mega Gallade,Psychic,Fighting,None,4,68.0,165.0,95.0,65.0,115.0,110.0,618.0,56.4,1.6,1.0,Blade Pokémon,45,20,Slow,35,0,0,1,3,3,Gallade,1.0,0.5,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Inner Focus,None,0,Human-Like,Amorphous,1,112,130,0.861538
529,Probopass,Rock,Steel,Sand Force,4,60.0,55.0,145.0,75.0,150.0,40.0,525.0,340.0,1.4,0.5,Compass Pokémon,60,20,Medium Fast,70,0,0,0,2,2,Nosepass,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,Sturdy,Magnet Pull,0,Mineral,No Eggs Discovered,0,26,130,0.2
530,Dusknoir,Ghost,Ghost,Frisk,4,45.0,100.0,135.0,65.0,135.0,45.0,525.0,106.6,2.2,0.5,Gripper Pokémon,45,25,Fast,35,0,0,0,3,3,Dusclops,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Pressure,None,0,Amorphous,No Eggs Discovered,0,40,136,0.294118
531,Froslass,Ice,Ghost,Cursed Body,4,70.0,80.0,70.0,80.0,70.0,110.0,480.0,26.6,1.3,0.0,Snow Land Pokémon,75,20,Medium Fast,70,0,0,0,2,2,Snorunt,0.0,0.0,1.0,0.5,1.0,2.0,0.5,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,Snow Cloak,None,0,Fairy,Mineral,0,91,138,0.65942
532,Rotom,Electric,Ghost,None,4,50.0,50.0,77.0,95.0,77.0,91.0,440.0,0.3,0.3,0.5,Plasma Pokémon,45,20,Medium Fast,70,0,0,0,1,1,No Preevolution,0.0,0.0,0.5,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,Levitate,None,1,Amorphous,No Eggs Discovered,0,71,120,0.591667
533,Heat Rotom,Electric,Fire,None,4,50.0,65.0,107.0,105.0,107.0,86.0,520.0,0.3,0.3,0.5,Plasma Pokémon,45,20,Medium Fast,70,0,0,0,1,1,No Preevolution,1.0,1.0,0.5,1.0,4.0,2.0,0.5,1.0,0.25,0.5,2.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,Levitate,None,1,Amorphous,No Eggs Discovered,0,79,113,0.699115
534,Wash Rotom,Electric,Water,None,4,50.0,65.0,107.0,105.0,107.0,86.0,520.0,0.3,0.3,0.5,Plasma Pokémon,45,20,Medium Fast,70,0,0,0,1,1,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,0.5,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,Levitate,None,1,Amorphous,No Eggs Discovered,0,90,116,0.775862
535,Frost Rotom,Electric,Ice,None,4,50.0,65.0,107.0,105.0,107.0,86.0,520.0,0.3,0.3,0.5,Plasma Pokémon,45,20,Medium Fast,70,0,0,0,1,1,No Preevolution,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,Levitate,None,1,Amorphous,No Eggs Discovered,0,90,128,0.703125
536,Fan Rotom,Electric,Flying,None,4,50.0,65.0,107.0,105.0,107.0,86.0,520.0,0.3,0.3,0.5,Plasma Pokémon,45,20,Medium Fast,70,0,0,0,1,1,No Preevolution,1.0,0.5,0.5,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,Levitate,None,1,Amorphous,No Eggs Discovered,0,88,121,0.727273
537,Mow Rotom,Electric,Grass,None,4,50.0,65.0,107.0,105.0,107.0,86.0,520.0,0.3,0.3,0.5,Plasma Pokémon,45,20,Medium Fast,70,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,2.0,0.5,0.5,0.25,1.0,2.0,1.0,1.0,1.0,Levitate,None,1,Amorphous,No Eggs Discovered,0,98,134,0.731343
538,Uxie,Psychic,Psychic,None,4,75.0,75.0,130.0,75.0,130.0,95.0,580.0,0.3,0.3,0.5,Knowledge Pokémon,3,80,Slow,140,1,0,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Levitate,None,1,No Eggs Discovered,No Eggs Discovered,0,92,123,0.747967
539,Mesprit,Psychic,Psychic,None,4,80.0,105.0,105.0,105.0,105.0,80.0,580.0,0.3,0.3,0.5,Emotion Pokémon,3,80,Slow,140,1,0,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Levitate,None,1,No Eggs Discovered,No Eggs Discovered,0,79,133,0.593985
540,Azelf,Psychic,Psychic,None,4,75.0,125.0,70.0,125.0,70.0,115.0,580.0,0.3,0.3,0.5,Willpower Pokémon,3,80,Slow,140,1,0,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Levitate,None,1,No Eggs Discovered,No Eggs Discovered,0,122,135,0.903704
541,Dialga,Steel,Dragon,Telepathy,4,100.0,120.0,120.0,150.0,100.0,90.0,680.0,683.0,5.4,0.5,Temporal Pokémon,3,120,Slow,0,1,0,0,1,1,No Preevolution,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,1.0,0.5,0.25,0.5,0.5,1.0,1.0,1.0,1.0,Pressure,None,1,No Eggs Discovered,No Eggs Discovered,0,119,151,0.788079
542,Palkia,Water,Dragon,Telepathy,4,90.0,120.0,100.0,150.0,120.0,100.0,680.0,336.0,4.2,0.5,Spatial Pokémon,3,120,Slow,0,1,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.25,1.0,1.0,1.0,1.0,2.0,1.0,2.0,Pressure,None,1,No Eggs Discovered,No Eggs Discovered,0,115,149,0.771812
