"DexNumber","Name","Type","Abilities","HiddenAbility","Generation","Hp","Attack","Defense","SpecialAttack","SpecialDefense","Speed","TotalStats","Weight","Height","GenderProbM","Category","CatchRate","EggCycles","EggGroup","LevelingRate","BaseFriendship","IsLegendary","IsMythical","IsUltraBeast","HasMega","EvoStage","TotalEvoStages","PreevoName","DamageFromNormal","DamageFromFighting","DamageFromFlying","DamageFromPoison","DamageFromGround","DamageFromRock","DamageFromBug","DamageFromGhost","DamageFromSteel","DamageFromFire","DamageFromWater","DamageFromGrass","DamageFromElectric","DamageFromPsychic","DamageFromIce","DamageFromDragon","DamageFromDark","DamageFromFairy"
514,"Simisear","['Fire']","['Gluttony']","['Blaze']","V",75,98,63,98,63,101,498,28.0,1.0,0.875,"Ember Pokémon","75","20",['Field'],"Medium Fast
","70
",0,0,0,0,2,2,"Pansear",1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
515,"Panpour","['Water']","['Gluttony']","['Torrent']","V",50,53,48,53,48,64,316,13.5,0.6,0.875,"Spray Pokémon","190","20",['Field'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
516,"Simipour","['Water']","['Gluttony']","['Torrent']","V",75,98,63,98,63,101,498,29.0,1.0,0.875,"Geyser Pokémon","75","20",['Field'],"Medium Fast
","70
",0,0,0,0,2,2,"Panpour",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
517,"Munna","['Psychic']","['Forewarn', 'Synchronize']","['Telepathy']","V",76,25,45,67,55,24,292,23.3,0.6,0.5,"Dream Eater Pokémon","190","10",['Field'],"Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
518,"Musharna","['Psychic']","['Forewarn', 'Synchronize']","['Telepathy']","V",116,55,85,107,95,29,487,60.5,1.1,0.5,"Drowsing Pokémon","75","10",['Field'],"Fast
","70
",0,0,0,0,2,2,"Munna",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
519,"Pidove","['Normal', 'Flying']","['Big Pecks', 'Super Luck']","['Rivalry']","V",50,55,50,36,30,43,264,2.1,0.3,0.5,"Tiny Pigeon Pokémon","255","15",['Flying'],"Medium Slow
","70
",0,0,0,0,1,3,"No Preevolution",1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
520,"Tranquill","['Normal', 'Flying']","['Big Pecks', 'Super Luck']","['Rivalry']","V",62,77,62,50,42,65,358,15.0,0.6,0.5,"Wild Pigeon Pokémon","120","15",['Flying'],"Medium Slow
","70
",0,0,0,0,2,3,"Pidove",1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
521,"Unfezant","['Normal', 'Flying']","['Big Pecks', 'Super Luck']","['Rivalry']","V",80,115,80,65,55,93,488,29.0,1.2,0.5,"Proud Pokémon","45","15",['Flying'],"Medium Slow
","70
",0,0,0,0,3,3,"Tranquill",1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
522,"Blitzle","['Electric']","['Lightning Rod', 'Motor Drive']","['Sap Sipper']","V",45,60,32,50,32,76,295,29.8,0.8,0.5,"Electrified Pokémon","190","20",['Field'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
523,"Zebstrika","['Electric']","['Lightning Rod', 'Motor Drive']","['Sap Sipper']","V",75,100,63,80,63,116,497,79.5,1.6,0.5,"Thunderbolt Pokémon","75","20",['Field'],"Medium Fast
","70
",0,0,0,0,2,2,"Blitzle",1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
524,"Roggenrola","['Rock']","['Sturdy', 'Weak Armor']","['Sand Force']","V",55,75,85,25,25,15,280,18.0,0.4,0.5,"Mantle Pokémon","255","15",['Mineral'],"Medium Slow
","70
",0,0,0,0,1,3,"No Preevolution",0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
525,"Boldore","['Rock']","['Sturdy', 'Weak Armor']","['Sand Force']","V",70,105,105,50,40,20,390,102.0,0.9,0.5,"Ore Pokémon","120","15",['Mineral'],"Medium Slow
","70
",0,0,0,0,2,3,"Roggenrola",0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
526,"Gigalith","['Rock']","['Sturdy', 'Sand Stream']","['Sand Force']","V",85,135,130,60,80,25,515,260.0,1.7,0.5,"Compressed Pokémon","45","15",['Mineral'],"Medium Slow
","70
",0,0,0,0,3,3,"Boldore",0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
527,"Woobat","['Psychic', 'Flying']","['Unaware', 'Klutz']","['Simple']","V",65,45,43,55,43,72,323,2.1,0.4,0.5,"Bat Pokémon","190","15",['Field' 'Flying'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0
528,"Swoobat","['Psychic', 'Flying']","['Unaware', 'Klutz']","['Simple']","V",67,57,55,77,55,114,425,10.5,0.9,0.5,"Courting Pokémon","45","15",['Field' 'Flying'],"Medium Fast
","70
",0,0,0,0,2,2,"Woobat",1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0
529,"Drilbur","['Ground']","['Sand Rush', 'Sand Force']","['Mold Breaker']","V",60,85,40,30,45,68,328,8.5,0.3,0.5,"Mole Pokémon","120","20",['Field'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
530,"Excadrill","['Ground', 'Steel']","['Sand Rush', 'Sand Force']","['Mold Breaker']","V",110,135,60,50,65,88,508,40.4,0.7,0.5,"Subterrene Pokémon","60","20",['Field'],"Medium Fast
","70
",0,0,0,0,2,2,"Drilbur",0.5,2.0,0.5,0.0,2.0,0.25,0.5,1.0,0.5,2.0,2.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5
531,"Audino","['Normal']","['Healer', 'Regenerator']","['Klutz']","V",103,60,86,60,86,50,545,31.0,1.1,0.5,"Hearing Pokémon","255","20",['Fairy'],"Fast
","70
",0,0,0,1,1,1,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
532,"Timburr","['Fighting']","['Guts', 'Sheer Force']","['Iron Fist']","V",75,80,55,25,35,35,305,12.5,0.6,0.75,"Muscular Pokémon","180","20",['Human-Like'],"Medium Slow
","70
",0,0,0,0,1,3,"No Preevolution",1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
533,"Gurdurr","['Fighting']","['Guts', 'Sheer Force']","['Iron Fist']","V",85,105,85,40,50,40,405,40.0,1.2,0.75,"Muscular Pokémon","90","20",['Human-Like'],"Medium Slow
","70
",0,0,0,0,2,3,"Timburr",1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
534,"Conkeldurr","['Fighting']","['Guts', 'Sheer Force']","['Iron Fist']","V",105,140,95,55,65,45,505,87.0,1.4,0.75,"Muscular Pokémon","45","20",['Human-Like'],"Medium Slow
","70
",0,0,0,0,3,3,"Gurdurr",1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
535,"Tympole","['Water']","['Swift Swim', 'Hydration']","['Water Absorb']","V",50,50,40,50,40,64,294,4.5,0.5,0.5,"Tadpole Pokémon","255","20",['Water 1'],"Medium Slow
","70
",0,0,0,0,1,3,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
536,"Palpitoad","['Water', 'Ground']","['Swift Swim', 'Hydration']","['Water Absorb']","V",75,65,55,65,55,69,384,17.0,0.8,0.5,"Vibration Pokémon","120","20",['Water 1'],"Medium Slow
","70
",0,0,0,0,2,3,"Tympole",1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
537,"Seismitoad","['Water', 'Ground']","['Swift Swim', 'Poison Touch']","['Water Absorb']","V",105,95,75,85,75,74,509,62.0,1.5,0.5,"Vibration Pokémon","45","20",['Water 1'],"Medium Slow
","70
",0,0,0,0,3,3,"Palpitoad",1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
538,"Throh","['Fighting']","['Guts', 'Inner Focus']","['Mold Breaker']","V",120,100,85,30,85,45,465,55.5,1.3,1.0,"Judo Pokémon","45","20",['Human-Like'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
539,"Sawk","['Fighting']","['Sturdy', 'Inner Focus']","['Mold Breaker']","V",75,125,75,30,75,85,465,51.0,1.4,1.0,"Karate Pokémon","45","20",['Human-Like'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
540,"Sewaddle","['Bug', 'Grass']","['Swarm', 'Chlorophyll']","['Overcoat']","V",45,53,70,40,60,42,310,2.5,0.3,0.5,"Sewing Pokémon","255","15",['Bug'],"Medium Slow
","70
",0,0,0,0,1,3,"No Preevolution",1.0,0.5,4.0,2.0,0.25,2.0,2.0,1.0,1.0,4.0,0.5,0.25,0.5,1.0,2.0,1.0,1.0,1.0
541,"Swadloon","['Bug', 'Grass']","['Leaf Guard', 'Chlorophyll']","['Overcoat']","V",55,63,90,50,80,42,380,7.3,0.5,0.5,"Leaf-Wrapped Pokémon","120","15",['Bug'],"Medium Slow
","70
",0,0,0,0,2,3,"Sewaddle",1.0,0.5,4.0,2.0,0.25,2.0,2.0,1.0,1.0,4.0,0.5,0.25,0.5,1.0,2.0,1.0,1.0,1.0
542,"Leavanny","['Bug', 'Grass']","['Swarm', 'Chlorophyll']","['Overcoat']","V",75,103,80,70,80,92,500,20.5,1.2,0.5,"Nurturing Pokémon","45","15",['Bug'],"Medium Slow
","70
",0,0,0,0,3,3,"Swadloon",1.0,0.5,4.0,2.0,0.25,2.0,2.0,1.0,1.0,4.0,0.5,0.25,0.5,1.0,2.0,1.0,1.0,1.0
543,"Venipede","['Bug', 'Poison']","['Poison Point', 'Swarm']","['Speed Boost']","V",30,45,59,30,39,57,260,5.3,0.4,0.5,"Centipede Pokémon","255","15",['Bug'],"Medium Slow
","70
",0,0,0,0,1,3,"No Preevolution",1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5
544,"Whirlipede","['Bug', 'Poison']","['Poison Point', 'Swarm']","['Speed Boost']","V",40,55,99,40,79,47,360,58.5,1.2,0.5,"Curlipede Pokémon","120","15",['Bug'],"Medium Slow
","70
",0,0,0,0,2,3,"Venipede",1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5
545,"Scolipede","['Bug', 'Poison']","['Poison Point', 'Swarm']","['Speed Boost']","V",60,100,89,55,69,112,485,200.5,2.5,0.5,"Megapede Pokémon","45","20",['Bug'],"Medium Slow
","70
",0,0,0,0,3,3,"Whirlipede",1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5
546,"Cottonee","['Grass', 'Fairy']","['Prankster', 'Infiltrator']","['Chlorophyll']","V",40,27,60,37,50,66,280,0.6,0.3,0.5,"Cotton Puff Pokémon","190","20",['Grass' 'Fairy'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,0.5,2.0,4.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,0.0,0.5,1.0
547,"Whimsicott","['Grass', 'Fairy']","['Prankster', 'Infiltrator']","['Chlorophyll']","V",60,67,85,77,75,116,480,6.6,0.7,0.5,"Windveiled Pokémon","75","20",['Grass' 'Fairy'],"Medium Fast
","70
",0,0,0,0,2,2,"Cottonee",1.0,0.5,2.0,4.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,0.0,0.5,1.0
548,"Petilil","['Grass']","['Chlorophyll', 'Own Tempo']","['Leaf Guard']","V",45,35,50,70,50,30,280,6.6,0.5,0.0,"Bulb Pokémon","190","20",['Grass'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
549,"Lilligant","['Grass']","['Chlorophyll', 'Own Tempo']","['Leaf Guard']","V",70,60,75,110,75,90,480,16.3,1.1,0.0,"Flowering Pokémon","75","20",['Grass'],"Medium Fast
","70
",0,0,0,0,2,2,"Petilil",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
549,"Hisuian Lilligant","['Grass', 'Fighting']","['Chlorophyll', 'Hustle']","['Leaf Guard']","VIII",70,105,75,50,75,105,480,16.3,1.1,0.0,"Flowering Pokémon","75","20",['Grass'],"Medium Fast
","70
",0,0,0,0,2,2,"Petilil",1.0,1.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,2.0
550,"Basculin Red-Striped Form","['Water']","['Reckless', 'Adaptability']","['Mold Breaker']","V",70,92,65,80,55,98,460,18.0,1.0,0.5,"Hostile Pokémon","190","40",['Water 2'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
550,"Basculin Blue-Striped Form","['Water']","['Rock Head', 'Adaptability']","['Mold Breaker']","V",70,92,65,80,55,98,460,18.0,1.0,0.5,"Hostile Pokémon","190","40",['Water 2'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
550,"Basculin White-Striped Form","['Water']","['Rattled', 'Adaptability']","['Mold Breaker']","VIII",70,92,65,80,55,98,460,18.0,1.0,0.5,"Mellow Pokémon","190","40",['Water 2'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
551,"Sandile","['Ground', 'Dark']","['Intimidate', 'Moxie']","['Anger Point']","V",50,72,35,35,35,65,292,15.2,0.7,0.5,"Desert Croc Pokémon","180","20",['Field'],"Medium Slow
","70
",0,0,0,0,1,3,"No Preevolution",1.0,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.5,2.0
552,"Krokorok","['Ground', 'Dark']","['Intimidate', 'Moxie']","['Anger Point']","V",60,82,45,45,45,74,351,33.4,1.0,0.5,"Desert Croc Pokémon","90","20",['Field'],"Medium Slow
","70
",0,0,0,0,2,3,"Sandile",1.0,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.5,2.0
553,"Krookodile","['Ground', 'Dark']","['Intimidate', 'Moxie']","['Anger Point']","V",95,117,80,65,70,92,519,96.3,1.5,0.5,"Intimidation Pokémon","45","20",['Field'],"Medium Slow
","70
",0,0,0,0,3,3,"Krokorok",1.0,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.5,2.0
554,"Darumaka","['Fire']","['Hustle']","['Inner Focus']","V",70,90,45,15,45,50,315,37.5,0.6,0.5,"Zen Charm Pokémon","120","20",['Field'],"Medium Slow
","70
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
554,"Galarian Darumaka","['Ice']","['Hustle']","['Inner Focus']","VIII",70,90,45,15,45,50,315,37.5,0.6,0.5,"Zen Charm Pokémon","120","20",['Field'],"Medium Slow
","70
",0,0,0,0,1,2,"No Preevolution",1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
555,"Darmanitan Standard Mode","['Fire']","['Sheer Force']","['Zen Mode']","V",105,140,55,30,55,95,540,92.9,1.3,0.5,"Blazing Pokémon","60","20",['Field'],"Medium Slow
","70
",0,0,0,0,2,2,"Darumaka",1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
555,"Darmanitan Zen Mode","['Fire', 'Psychic']","[]","['Zen Mode']","V",105,30,105,140,105,55,540,92.9,1.3,0.5,"Blazing Pokémon","60","20",['Field'],"Medium Slow
","70
",0,0,0,0,2,2,"Darumaka",1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.5,0.5,2.0,0.5,1.0,0.5,0.5,1.0,2.0,0.5
555,"Galarian Darmanitan","['Ice']","['Gorilla Tactics']","['Zen Mode']","VIII",105,140,55,30,55,95,540,92.9,1.3,0.5,"Blazing Pokémon","60","20",['Field'],"Medium Slow
","70
",0,0,0,0,2,2,"Galarian Darumaka",1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
555,"Galarian Darmanitan Zen Mode","['Ice', 'Fire']","[]","['Zen Mode']","V",105,160,55,30,55,135,540,92.9,1.3,0.5,"Blazing Pokémon","60","20",['Field'],"Medium Slow
","70
",0,0,0,0,2,2,"Darumaka",1.0,2.0,1.0,1.0,2.0,4.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.5
556,"Maractus","['Grass']","['Water Absorb', 'Chlorophyll']","['Storm Drain']","V",75,86,67,106,67,60,461,28.0,1.0,0.5,"Cactus Pokémon","255","20",['Grass'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
557,"Dwebble","['Bug', 'Rock']","['Sturdy', 'Shell Armor']","['Weak Armor']","V",50,65,85,35,35,55,325,14.5,0.3,0.5,"Rock Inn Pokémon","190","20",['Bug' 'Mineral'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
558,"Crustle","['Bug', 'Rock']","['Sturdy', 'Shell Armor']","['Weak Armor']","V",70,105,125,65,75,45,485,200.0,1.4,0.5,"Stone Home Pokémon","75","20",['Bug' 'Mineral'],"Medium Fast
","70
",0,0,0,0,2,2,"Dwebble",0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
559,"Scraggy","['Dark', 'Fighting']","['Shed Skin', 'Moxie']","['Intimidate']","V",50,75,70,35,70,48,348,11.8,0.6,0.5,"Shedding Pokémon","180","15",['Field' 'Dragon'],"Medium Fast
","35
",0,0,0,0,1,2,"No Preevolution",1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,4.0
560,"Scrafty","['Dark', 'Fighting']","['Shed Skin', 'Moxie']","['Intimidate']","V",65,90,115,45,115,58,488,30.0,1.1,0.5,"Hoodlum Pokémon","90","15",['Field' 'Dragon'],"Medium Fast
","70
",0,0,0,0,2,2,"Scraggy",1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,4.0
561,"Sigilyph","['Psychic', 'Flying']","['Wonder Skin', 'Magic Guard']","['Tinted Lens']","V",72,58,80,103,80,97,490,14.0,1.4,0.5,"Avianoid Pokémon","45","20",['Flying'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0
562,"Yamask","['Ghost']","['Mummy']","[]","V",38,30,85,55,65,30,303,1.5,0.5,0.5,"Spirit Pokémon","190","25",['Mineral' 'Amorphous'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
562,"Galarian Yamask","['Ground', 'Ghost']","['Wandering Spirit']","[]","VIII",38,55,85,30,65,30,303,1.5,0.5,0.5,"Spirit Pokémon","190","25",['Mineral' 'Amorphous'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0
563,"Cofagrigus","['Ghost']","['Mummy']","[]","V",58,50,145,95,105,30,483,76.5,1.7,0.5,"Coffin Pokémon","90","25",['Mineral' 'Amorphous'],"Medium Fast
","70
",0,0,0,0,2,2,"Yamask",0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
564,"Tirtouga","['Water', 'Rock']","['Solid Rock', 'Sturdy']","['Swift Swim']","V",54,78,103,53,45,22,355,16.5,0.7,0.875,"Prototurtle Pokémon","45","30",['Water 1' 'Water 3'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
565,"Carracosta","['Water', 'Rock']","['Solid Rock', 'Sturdy']","['Swift Swim']","V",74,108,133,83,65,32,495,81.0,1.2,0.875,"Prototurtle Pokémon","45","30",['Water 1' 'Water 3'],"Medium Fast
","70
",0,0,0,0,2,2,"Tirtouga",0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
566,"Archen","['Rock', 'Flying']","['Defeatist']","[]","V",55,112,45,74,45,70,401,9.5,0.5,0.875,"First Bird Pokémon","45","30",['Flying' 'Water 3'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",0.5,1.0,0.5,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
567,"Archeops","['Rock', 'Flying']","['Defeatist']","[]","V",75,140,65,112,65,110,567,32.0,1.4,0.875,"First Bird Pokémon","45","30",['Flying' 'Water 3'],"Medium Fast
","70
",0,0,0,0,2,2,"Archen",0.5,1.0,0.5,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
568,"Trubbish","['Poison']","['Stench', 'Sticky Hold']","['Aftermath']","V",50,50,62,40,62,65,329,31.0,0.6,0.5,"Trash Bag Pokémon","190","20",['Mineral'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
569,"Garbodor","['Poison']","['Stench', 'Weak Armor']","['Aftermath']","V",80,95,82,60,82,75,474,107.3,1.9,0.5,"Trash Heap Pokémon","60","20",['Mineral'],"Medium Fast
","70
",0,0,0,0,2,2,"Trubbish",1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
570,"Zorua","['Dark']","['Illusion']","[]","V",40,65,40,80,40,65,330,12.5,0.7,0.875,"Tricky Fox Pokémon","75","25",['Field'],"Medium Slow
","70
",0,0,0,0,1,2,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
570,"Hisuian Zorua","['Normal', 'Ghost']","['Illusion']","[]","VIII",35,60,40,85,40,70,330,12.5,0.7,0.875,"Tricky Fox Pokémon","75","25",['Field'],"Medium Slow
","70
",0,0,0,0,1,2,"No Preevolution",0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
571,"Zoroark","['Dark']","['Illusion']","[]","V",60,105,60,120,60,105,510,81.1,1.6,0.875,"Illusion Fox Pokémon","45","20",['Field'],"Medium Slow
","70
",0,0,0,0,2,2,"Zorua",1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
571,"Hisuian Zoroark","['Normal', 'Ghost']","['Illusion']","[]","VIII",55,100,60,125,60,110,510,81.1,1.6,0.875,"Illusion Fox Pokémon","45","20",['Field'],"Medium Slow
","70
",0,0,0,0,2,2,"Hisuian Zorua",0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
572,"Minccino","['Normal']","['Cute Charm', 'Technician']","['Skill Link']","V",55,50,40,40,40,75,300,5.8,0.4,0.25,"Chinchilla Pokémon","255","15",['Field'],"Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
